customer_id,creature_type,flight_status,dance_disaster_rating,ticklish_level,eyesight,age,number_of_policies,fire_power_level,soda_likeness_rate,snack_obsession,creature_cost,hearing_score,rage_outburst_score
CUST_0965,Unicorn,Yes,6,5,10,14,2,1,14,4,735,1.057232815377952,5.158928997542782
CUST_0966,Ciclope,No,4,4,8,4,19,5,19,5,50,0.8618805203156014,3.335668570075139
CUST_0967,Griffin,Yes,5,3,9,17,16,0,17,8,419,0.7402659461632017,6.264733090548021
CUST_0968,Ciclope,Yes,4,3,5,7,7,7,3,1,261,-0.148874487,6.380755541309128
CUST_0969,Ciclope,Yes,4,4,3,26,3,8,13,4,176,2.168608709670292,1.886882620484168
CUST_0970,Dragon,Yes,2,5,10,122,11,5,13,4,423,-0.709311675,2.3838408137705454
CUST_0971,Yeti,No,4,7,10,50,15,0,20,6,978,-0.89665249,1.8429307165960724
CUST_0972,Dragon,Yes,7,5,9,124,3,5,14,6,715,-0.661855582,0.963206077
CUST_0973,Unicorn,No,6,6,4,11,6,2,2,5,50,0.6380528940239456,4.027456006794522
CUST_0974,Yeti,Yes,6,9,8,63,1,3,18,6,610,-0.441279652,1.597908431286779
CUST_0975,Yeti,No,7,3,6,10,1,3,10,8,318,1.407943680772773,3.001745150115008
CUST_0976,Yeti,Yes,5,3,10,66,11,1,18,9,1092,0.4463904693980197,3.926220641074369
CUST_0977,Dragon,Yes,6,3,8,8,17,7,14,7,560,0.7279459658902206,9.797685819905723
CUST_0978,Griffin,No,5,4,6,56,12,3,2,2,513,-1.611366109,7.078477557843777
CUST_0979,Unicorn,No,6,3,10,20,16,2,19,1,694,0.8035692506440864,2.1092980672232686
CUST_0980,Yeti,Yes,5,7,7,40,11,3,20,8,283,-0.499947566,4.391063904750677
CUST_0981,Yeti,Yes,8,1,3,19,5,3,20,6,1131,0.7930600652171605,1.3868009716889962
CUST_0982,Griffin,No,2,2,8,11,20,3,8,7,321,-0.449710807,1.6023871180079088
CUST_0983,Griffin,No,5,7,3,39,9,3,17,10,129,-0.723981463,1.5752914188655271
CUST_0984,Dragon,Yes,7,6,2,20,16,5,7,4,369,-0.690501716,3.491329610435088
CUST_0985,Griffin,No,2,3,6,10,5,0,8,8,243,0.8014700968710103,6.590323023842263
CUST_0986,Unicorn,Yes,6,4,1,150,9,0,7,6,676,-1.211343395,2.392559261682812
CUST_0987,Griffin,Yes,4,2,9,16,9,3,5,0,1228,2.218015209759346,0.4622829780605423
CUST_0988,Griffin,Yes,7,5,1,8,14,0,0,6,717,0.8142861626708047,7.317031360671693
CUST_0989,Dragon,Yes,3,4,7,30,12,5,0,3,957,0.9635652996975516,3.4477937981695352
CUST_0990,Yeti,No,7,5,2,1,15,1,12,3,554,-0.667922367,2.452353261
CUST_0991,Dragon,Yes,5,8,5,150,16,5,2,4,265,0.018295483,4.648018689211779
CUST_0992,Griffin,No,4,7,3,15,13,0,18,4,1007,0.4111758798293682,6.132979162200629
CUST_0993,Unicorn,Yes,6,5,3,16,6,1,7,6,50,-0.524719523,5.307321764712569
CUST_0994,Dragon,No,4,4,6,25,13,5,17,1,286,-0.94001981,8.944624414751509
CUST_0995,Unicorn,No,6,4,9,7,17,3,1,6,50,-0.644416581,4.004364165687378
CUST_0996,Ciclope,No,4,5,10,6,19,9,12,2,454,-0.696918992,0.2734381991827291
CUST_0997,Ciclope,No,4,3,6,62,9,5,1,4,344,-0.013084,2.959450827804882
CUST_0998,Griffin,No,5,3,8,69,1,1,6,5,506,0.002537461,3.419479073277275
CUST_0999,Ciclope,Yes,2,1,9,34,3,5,0,1,270,-0.944378139,4.976215942864203
CUST_1000,Griffin,Yes,0,6,10,25,20,1,10,3,524,2.854885096218998,2.500945360199768
CUST_1001,Ciclope,No,4,1,10,21,8,5,7,5,555,-0.120529194,1.9770737955406488
CUST_1002,Yeti,No,4,3,10,63,1,1,0,8,247,0.2810871375109879,3.7845281327487137
CUST_1003,Ciclope,No,3,5,5,60,5,6,0,6,357,-1.455117256,0.2070923042772916
CUST_1004,Griffin,Yes,2,8,3,73,2,2,8,3,208,-2.010685581,5.527905988725386
CUST_1005,Ciclope,Yes,6,9,1,22,11,5,2,2,435,-1.268060082,4.275027374764368
CUST_1006,Ciclope,Yes,7,3,1,10,2,5,14,5,566,0.2246275792584924,2.5480681190782857
CUST_1007,Yeti,No,6,4,3,17,9,0,9,4,356,-1.752357703,1.256656091444912
CUST_1008,Ciclope,No,7,4,1,8,7,9,13,3,565,-0.129325367,0.7538003998632925
CUST_1009,Griffin,Yes,7,7,7,46,3,3,13,6,470,-0.864611205,2.537411975383568
CUST_1010,Dragon,No,2,4,1,2,17,5,4,6,297,0.6150921570833483,2.484411670949392
CUST_1011,Ciclope,Yes,6,4,7,89,12,5,0,7,444,-0.276150779,5.2846960342687375
CUST_1012,Dragon,No,2,5,2,22,1,5,9,1,164,-0.005557494,4.358584876007229
CUST_1013,Ciclope,Yes,7,7,1,15,4,6,8,7,486,0.7953895539544682,2.7984287263567142
CUST_1014,Yeti,No,4,8,8,2,17,3,3,4,495,-0.708930898,4.329143494243898
CUST_1015,Unicorn,Yes,6,8,2,3,16,2,20,4,520,-0.103072776,12.269186859840392
CUST_1016,Griffin,No,7,5,1,33,19,1,16,4,332,0.8384924485896275,4.636444413381484
CUST_1017,Griffin,Yes,5,5,3,27,15,2,7,0,630,0.4825153699217022,2.715168148625971
CUST_1018,Yeti,Yes,5,3,10,97,13,0,6,3,363,0.1774397497745493,6.481711981069932
CUST_1019,Dragon,Yes,4,6,9,14,17,5,9,6,550,1.6053165739847188,0.8087157942925319
CUST_1020,Dragon,Yes,10,5,7,35,9,7,14,4,724,-0.855160505,8.852973223
CUST_1021,Unicorn,No,9,2,1,246,10,3,20,3,233,-0.109731441,7.443849944302458
CUST_1022,Dragon,No,6,4,5,20,1,6,2,5,205,-0.802530168,2.052151097437817
CUST_1023,Ciclope,No,5,9,5,9,8,6,7,4,50,0.4056298000583756,5.551680230265784
CUST_1024,Ciclope,Yes,5,5,10,5,18,5,3,7,326,1.2997053943913628,7.050930096705755
CUST_1025,Griffin,Yes,5,2,6,10,2,1,7,4,149,-0.194203212,5.874008430031064
CUST_1026,Unicorn,No,3,3,6,18,17,2,20,0,655,0.3934209919827222,7.227228958
CUST_1027,Ciclope,Yes,7,6,8,13,10,7,5,4,450,0.3978494908589944,2.2582269580109373
CUST_1028,Ciclope,No,6,5,5,17,15,9,15,8,380,-0.664325444,0.097867068
CUST_1029,Ciclope,Yes,4,3,9,15,16,6,0,5,236,-1.153495187,4.923477553382949
CUST_1030,Dragon,No,5,4,6,97,20,8,2,6,50,-0.237733705,0.8564871418363081
CUST_1031,Griffin,No,4,2,8,20,16,3,2,1,191,-1.032548762,5.489631441136273
CUST_1032,Ciclope,Yes,1,5,4,3,6,5,11,3,828,-0.944294327,4.489130195
CUST_1033,Unicorn,Yes,6,4,9,13,2,1,5,6,305,0.1165134487122029,4.532350003786236
CUST_1034,Dragon,No,5,4,8,36,15,9,6,5,378,-0.384110178,1.260199760834889
CUST_1035,Dragon,No,4,3,8,15,4,8,7,5,692,-0.05213159,7.672426794601973
CUST_1036,Unicorn,Yes,6,6,9,7,8,3,5,7,731,-0.063657418,4.610622551546783
CUST_1037,Ciclope,Yes,4,6,7,39,11,9,20,3,293,2.595187982115855,0.3513673211155564
CUST_1038,Dragon,Yes,8,4,1,15,12,9,1,2,502,-0.418381312,2.811803768214079
CUST_1039,Dragon,Yes,5,6,5,47,2,5,18,5,50,2.1141882400352507,5.665246529848595
CUST_1040,Griffin,Yes,6,4,6,9,11,1,17,5,571,-0.764073329,3.2555550172981964
CUST_1041,Griffin,Yes,5,5,3,7,18,3,8,5,1172,-0.435422315,5.981859209630156
CUST_1042,Ciclope,Yes,6,3,1,8,16,7,18,4,211,0.4262133412705926,5.128878109296739
CUST_1043,Dragon,Yes,6,9,2,24,15,5,7,4,341,-0.51585282,1.769284322897144
CUST_1044,Yeti,No,3,7,3,15,8,0,17,8,675,-0.50108146,3.703326244
CUST_1045,Unicorn,No,6,4,5,2,4,3,1,2,283,-0.117955677,4.711527327685827
CUST_1046,Griffin,Yes,4,3,2,20,9,1,17,5,50,-1.292071508,3.452630393789568
CUST_1047,Ciclope,Yes,3,5,4,17,20,8,13,4,513,2.0478520261834303,1.1950010243828222
CUST_1048,Yeti,Yes,4,6,7,40,13,3,12,4,316,0.1630918810966903,2.218862710524472
CUST_1049,Unicorn,No,7,3,3,2,13,1,18,5,692,-2.058078958,2.987868341144561
CUST_1050,Griffin,No,7,3,1,70,14,0,4,4,702,0.011914022,0.5769006128838006
CUST_1051,Yeti,Yes,5,7,1,8,12,3,5,6,604,1.0661354233211673,2.7722187293161253
CUST_1052,Dragon,Yes,7,5,1,13,4,6,11,7,549,0.084496008,5.000532193285264
CUST_1053,Ciclope,No,6,3,4,34,20,5,9,5,149,0.507285057,1.5746487297311869
CUST_1054,Griffin,Yes,2,4,6,18,2,1,19,4,598,1.3489437954192154,1.8076249228028616
CUST_1055,Unicorn,No,7,1,2,62,20,3,1,6,723,-0.554732962,5.555545915283688
CUST_1056,Ciclope,Yes,4,4,4,20,9,9,11,7,815,-1.223692213,0.8573365973874076
CUST_1057,Yeti,Yes,4,3,7,34,1,3,10,2,830,0.2749982965661976,1.193698304257422
CUST_1058,Yeti,No,5,6,8,21,14,0,13,6,433,-0.830991876,2.986424470905864
CUST_1059,Ciclope,Yes,4,6,6,48,14,9,2,3,376,0.6199912084808413,0.8616229685092535
CUST_1060,Yeti,Yes,7,8,3,23,17,3,17,5,620,0.547158952,2.0908735860887293
CUST_1061,Dragon,Yes,5,4,9,19,7,5,3,3,736,-0.160362691,1.583067642304802
CUST_1062,Yeti,No,5,6,8,20,11,0,1,4,91,1.0859403031980652,0.3780706919588985
CUST_1063,Yeti,No,6,5,7,82,1,3,4,8,238,-1.356684086,1.0705910414932391
CUST_1064,Dragon,Yes,2,2,7,42,6,5,0,0,779,0.3814729783566685,4.396953464931603
CUST_1065,Dragon,No,2,3,2,24,11,5,17,1,348,0.8774939291014471,8.823570539028719
CUST_1066,Griffin,No,2,6,2,29,11,3,18,3,251,-0.666289964,3.630844152641364
CUST_1067,Yeti,Yes,6,5,3,59,18,3,7,8,502,-1.43130979,5.8677570937370245
CUST_1068,Yeti,Yes,1,1,7,58,8,3,18,9,606,-1.273814408,0.7134453905981765
CUST_1069,Yeti,No,2,6,2,13,15,3,19,9,50,-0.146381679,1.8770683691385848
CUST_1070,Yeti,Yes,2,7,8,10,6,2,9,8,50,-1.667399598,2.856910826494769
CUST_1071,Griffin,Yes,2,8,3,31,9,0,12,5,50,-0.4761,3.518208699120115
CUST_1072,Griffin,No,5,2,3,86,9,1,12,4,651,-0.465294059,5.080143486486925
CUST_1073,Dragon,Yes,8,7,3,7,12,5,4,7,534,-0.296816826,6.079723814923575
CUST_1074,Ciclope,No,5,5,8,11,5,9,11,3,453,1.2242534605896631,0.2340091141443476
CUST_1075,Ciclope,No,5,1,4,20,12,7,4,10,261,-0.014984663,4.942416420645061
CUST_1076,Yeti,No,2,3,10,3,6,1,19,5,718,-0.097675971,2.537411975383568
CUST_1077,Ciclope,Yes,0,5,3,8,20,5,17,5,699,0.8792097927083509,4.721498672757825
CUST_1078,Ciclope,No,3,8,7,12,17,9,6,2,558,-0.999247111,3.086116559159496
CUST_1079,Dragon,Yes,6,2,8,44,3,9,9,4,350,-1.279453296,5.099716481807742
CUST_1080,Ciclope,Yes,8,5,1,28,11,5,4,4,163,0.1446375324769722,0.5582436657018716
CUST_1081,Griffin,Yes,5,5,7,2,4,3,12,8,887,1.6671068597063003,2.9739825519700167
CUST_1082,Dragon,No,6,3,1,17,4,5,20,7,262,-0.726852044,1.470006794775004
CUST_1083,Unicorn,Yes,5,3,2,33,20,1,15,3,623,0.040732432,1.3664919859299909
CUST_1084,Ciclope,Yes,2,8,3,149,19,9,15,5,297,1.0400109423930075,2.619767271329654
CUST_1085,Unicorn,Yes,2,1,5,19,18,2,2,8,620,-0.967090436,2.773284413088403
CUST_1086,Yeti,Yes,4,8,9,22,9,2,19,7,514,-1.176654885,0.9656426846058628
CUST_1087,Dragon,Yes,5,6,10,15,20,9,15,5,299,-0.066198248,4.231653022378715
CUST_1088,Unicorn,Yes,4,9,4,46,18,1,6,3,845,-0.528362318,3.0798574917304182
CUST_1089,Unicorn,No,3,8,1,36,1,0,10,8,417,1.1593101882833303,3.969797372004511
CUST_1090,Griffin,Yes,3,8,10,66,1,1,13,2,599,0.094001781,3.442110636
CUST_1091,Griffin,Yes,4,6,2,25,10,3,4,5,364,-0.9052177,1.569787878928219
CUST_1092,Unicorn,Yes,3,3,10,26,15,2,0,3,613,1.2483270093519367,2.707309234622226
CUST_1093,Unicorn,Yes,4,2,9,52,5,3,2,6,50,-1.169065649,3.196918367369894
CUST_1094,Ciclope,No,6,3,10,31,18,6,17,5,726,-0.060080973,3.6332375118964224
CUST_1095,Dragon,Yes,6,4,1,15,17,9,17,4,577,-0.077745288,1.3884393568509636
CUST_1096,Griffin,No,5,5,6,9,15,2,11,5,626,0.484296803,5.560672088930577
CUST_1097,Yeti,Yes,8,4,8,11,19,3,17,8,1081,-0.189110601,1.8457337636224336
CUST_1098,Dragon,No,6,4,6,21,10,8,5,2,760,-0.872006446,1.4529127986348136
CUST_1099,Ciclope,Yes,5,2,7,46,14,5,12,6,1045,0.066579284,7.828918030780757
CUST_1100,Unicorn,No,4,3,2,10,11,1,1,4,397,0.4488321520622024,0.6484668276763496
CUST_1101,Yeti,Yes,3,6,6,4,11,3,3,4,50,-0.718891593,4.231653022378715
CUST_1102,Ciclope,No,8,4,4,16,4,8,19,2,274,0.045041649,1.792465132205682
CUST_1103,Ciclope,Yes,5,6,8,7,1,8,4,4,705,-1.265677862,3.1415398537395944
CUST_1104,Ciclope,Yes,8,8,6,11,13,6,5,4,650,1.0742392383260888,6.268358212628534
CUST_1105,Yeti,No,4,3,3,17,6,2,9,6,424,0.012875429,8.121799629515937
CUST_1106,Ciclope,Yes,4,7,6,7,15,5,2,6,613,2.415892226,1.924917698363369
CUST_1107,Griffin,Yes,6,4,3,81,15,2,16,4,927,-0.24921055,18.82623204423751
CUST_1108,Ciclope,Yes,4,4,1,13,20,6,2,4,464,-0.274175285,2.2024288701811225
CUST_1109,Ciclope,Yes,3,5,6,20,14,9,13,5,50,-0.145848335,4.153445140864946
CUST_1110,Unicorn,No,6,7,5,10,11,1,16,10,50,-1.272760128,9.114982912882672
CUST_1111,Yeti,No,6,2,10,84,2,1,10,8,160,0.072573793,0.6736192924664343
CUST_1112,Ciclope,Yes,7,8,5,190,18,8,8,8,856,0.1584449580161243,6.647955612412603
CUST_1113,Griffin,Yes,5,5,5,58,6,0,15,7,876,0.4712295158033331,3.528793310363484
CUST_1114,Yeti,No,4,6,5,4,13,2,11,5,416,0.6552611570486445,5.608071208
CUST_1115,Ciclope,Yes,3,6,10,3,13,7,0,7,173,-1.551359611,7.850423275953935
CUST_1116,Yeti,Yes,6,4,3,4,12,3,13,8,286,-0.271033041,2.8728988784255964
CUST_1117,Unicorn,No,1,3,8,17,2,1,13,6,1239,-1.837321767,2.876069324805242
CUST_1118,Unicorn,Yes,7,7,5,4,20,2,6,5,1020,0.9746552951936358,5.5485427839842165
CUST_1119,Unicorn,No,7,5,4,17,20,1,1,6,140,1.583484336216805,3.4411312216158523
CUST_1120,Dragon,No,5,2,5,72,20,5,18,5,261,-0.374348497,0.6458515534748377
CUST_1121,Unicorn,Yes,4,4,1,18,13,3,0,2,548,-0.520248171,8.487711778665162
CUST_1122,Unicorn,Yes,3,3,7,12,2,3,4,4,227,0.7055726545471761,4.7338777510743215
CUST_1123,Dragon,Yes,3,5,5,22,20,5,2,2,374,-0.089083183,2.425548912267298
CUST_1124,Dragon,Yes,5,5,9,165,9,6,7,7,342,1.8360603678732423,7.683276701761359
CUST_1125,Yeti,No,6,5,9,14,13,3,16,10,770,-0.829033785,3.880756986346129
CUST_1126,Ciclope,No,6,4,9,23,14,6,3,2,152,0.3630088320813293,2.138247043891933
CUST_1127,Yeti,Yes,4,9,6,53,15,0,10,6,50,-0.366289574,0.8397055460740126
CUST_1128,Yeti,Yes,6,5,1,209,15,2,15,4,50,-0.76724086,4.174316230554807
CUST_1129,Ciclope,Yes,5,4,9,17,1,8,12,6,317,0.3520721916633104,7.062880641984652
CUST_1130,Yeti,Yes,6,5,9,34,13,2,0,5,102,-0.931811317,1.1251630641382364
CUST_1131,Dragon,No,7,3,3,24,18,8,16,2,616,-1.661111346,1.737208784902893
CUST_1132,Unicorn,Yes,2,5,9,12,16,1,6,6,519,0.5260102055556123,6.493747176975786
CUST_1133,Dragon,Yes,3,5,4,22,9,5,17,6,212,2.5850980124649108,13.392916552003449
CUST_1134,Dragon,No,10,6,1,6,15,5,17,2,177,-0.984377917,1.048505348017865
CUST_1135,Yeti,Yes,6,8,5,12,9,1,0,10,353,-1.539841384,1.7192322025626052
CUST_1136,Dragon,Yes,5,4,4,49,7,5,4,4,658,-0.621952363,1.6993310252037614
CUST_1137,Dragon,Yes,5,4,5,11,3,7,17,3,263,1.3439210103671948,3.621274332706933
CUST_1138,Ciclope,No,3,7,5,9,12,8,20,7,1007,0.6946348845169489,3.225039991642793
CUST_1139,Dragon,Yes,2,7,2,20,19,5,3,5,1124,1.6810956763383669,1.1950010243828222
CUST_1140,Yeti,Yes,2,7,5,35,5,2,7,10,323,-0.309977316,3.784721185994495
CUST_1141,Dragon,Yes,3,7,2,22,13,5,13,0,265,1.2719791621987937,1.4125710673061087
CUST_1142,Unicorn,Yes,5,6,3,2,8,0,6,4,476,-2.641080818,4.146547666027984
CUST_1143,Dragon,Yes,6,4,5,10,9,8,11,6,188,0.3266559080339522,5.944801836379041
CUST_1144,Ciclope,No,6,5,3,16,19,6,12,7,688,-0.878272943,1.6916720434788386
CUST_1145,Ciclope,Yes,7,4,1,21,6,9,6,6,126,-1.51975934,4.354603659379051
CUST_1146,Ciclope,Yes,6,3,1,4,8,5,2,3,1097,0.8174139487835952,6.059584967451831
CUST_1147,Yeti,Yes,2,4,2,2,10,0,15,5,457,-0.853458866,3.997860368862734
CUST_1148,Dragon,Yes,4,8,2,9,11,6,20,7,133,1.0899871135608894,5.746400382026385
CUST_1149,Yeti,No,3,4,6,14,1,0,6,7,306,1.8174283158610507,0.8762469390890087
CUST_1150,Dragon,Yes,6,3,9,16,11,8,3,7,564,0.9980728924899612,16.186640069838003
CUST_1151,Unicorn,Yes,4,2,7,16,17,1,1,6,412,0.1725704709039943,4.798954851534004
CUST_1152,Unicorn,Yes,4,6,10,8,18,1,7,3,388,-0.739149605,2.169113392374584
CUST_1153,Griffin,No,4,4,5,13,6,2,19,1,1066,0.6251327930150955,1.9229456971209056
CUST_1154,Griffin,No,4,4,7,65,16,1,20,3,106,1.0716065917311992,0.5026678106476294
CUST_1155,Griffin,No,7,7,10,45,13,3,20,2,465,-0.095118329,2.018345499616655
CUST_1156,Unicorn,Yes,2,4,5,10,8,1,13,6,723,1.0165382172231303,2.8483736540056275
CUST_1157,Unicorn,Yes,7,4,10,19,15,3,6,4,232,-1.257919261,7.138170784477818
CUST_1158,Yeti,Yes,4,5,7,44,18,0,7,4,274,-1.111576309,0.082708994
CUST_1159,Griffin,No,4,7,9,48,3,0,15,5,499,0.255265667,0.2800400987319283
CUST_1160,Unicorn,Yes,2,5,1,22,9,3,9,3,658,0.3946837223067412,5.437700475117135
CUST_1161,Unicorn,No,4,5,7,46,13,0,14,7,50,1.7683946410286155,0.4713511307372345
CUST_1162,Ciclope,No,4,2,2,7,13,9,13,2,1079,0.4481666000286349,5.0051909083073465
CUST_1163,Yeti,Yes,6,3,10,5,8,3,2,7,682,0.6825146125881268,1.229727923098472
CUST_1164,Ciclope,No,5,5,2,2,18,6,15,4,938,-0.163644644,3.272478560459492
CUST_1165,Unicorn,Yes,4,2,1,6,6,3,13,7,71,-1.817871216,1.538463870159494
CUST_1166,Yeti,No,5,8,4,58,9,3,15,4,667,-0.596509095,3.2166904307533377
CUST_1167,Yeti,Yes,8,2,2,35,5,3,0,8,753,-0.019455055,3.237138402921992
CUST_1168,Yeti,No,5,3,9,16,11,0,19,7,569,1.0418651717762817,0.7836214493138818
CUST_1169,Griffin,No,5,2,8,31,19,3,3,2,1027,1.6685505623878905,1.8307327290574027
CUST_1170,Dragon,Yes,2,3,2,16,12,8,20,3,50,0.017122176,1.854217848
CUST_1171,Dragon,No,2,6,5,30,12,7,19,5,578,0.3409961966497641,1.8196999546455008
CUST_1172,Ciclope,Yes,9,3,6,39,5,9,12,6,250,1.081444114227368,2.218281118656188
CUST_1173,Dragon,No,8,6,5,8,13,7,5,4,795,1.7559239971457454,1.6941656209142342
CUST_1174,Ciclope,Yes,2,9,2,19,1,7,3,7,237,1.3990547268407671,1.6944605783815805
CUST_1175,Griffin,Yes,4,5,3,21,20,3,17,4,863,1.3549306965589407,5.546527131094977
CUST_1176,Griffin,Yes,8,6,4,4,15,3,18,7,608,1.3724899652699936,4.341841998114281
CUST_1177,Unicorn,No,4,6,9,12,18,0,3,1,469,-1.522942175,7.142560456414933
CUST_1178,Griffin,No,0,8,5,8,15,1,19,5,456,0.9730193316652104,2.802716633503346
CUST_1179,Dragon,No,5,6,3,176,15,7,12,4,879,-0.094589665,3.0370833019789334
CUST_1180,Unicorn,Yes,3,5,5,6,5,1,12,5,981,0.1282354539902274,4.437989104501727
CUST_1181,Unicorn,Yes,6,3,7,8,18,0,4,3,581,1.106854103698915,4.678869895261519
CUST_1182,Griffin,No,5,4,8,42,1,1,4,6,295,-0.360558928,2.629911144
CUST_1183,Griffin,Yes,4,8,7,25,11,1,0,2,230,1.2608510253208212,19.60523236796305
CUST_1184,Ciclope,Yes,6,6,10,95,10,5,10,2,495,-1.73909832,6.9138121918180335
CUST_1185,Griffin,No,1,6,10,12,20,1,13,0,907,0.5137872023029164,2.4099407274841425
CUST_1186,Ciclope,Yes,5,7,7,11,12,9,7,2,1074,-0.608146236,5.604602939157407
CUST_1187,Griffin,Yes,7,2,4,27,20,0,1,7,724,0.018671141,3.280111334
CUST_1188,Griffin,Yes,3,6,8,10,1,2,4,5,900,0.8116091755469408,1.6740939705496511
CUST_1189,Griffin,Yes,2,5,9,38,13,0,14,8,778,0.1323818010897183,12.722436421438116
CUST_1190,Dragon,No,2,4,7,34,12,5,13,5,50,0.094577743,1.6617604728610642
CUST_1191,Ciclope,Yes,4,6,1,9,4,5,14,7,565,0.2119628748140278,3.6245548425559786
CUST_1192,Griffin,No,6,3,3,11,10,3,15,6,696,0.4124964375601962,10.25729765223274
CUST_1193,Griffin,Yes,2,5,9,28,8,3,13,3,1061,1.2149164449409149,1.037909006423949
CUST_1194,Ciclope,No,3,5,9,3,14,5,6,5,448,-0.26599966,4.020648582887715
CUST_1195,Ciclope,No,6,4,7,12,8,5,10,6,771,-0.247209431,4.272058403011802
CUST_1196,Ciclope,Yes,5,8,5,22,19,5,18,4,86,0.9302077543583712,3.634946290544073
CUST_1197,Ciclope,Yes,7,4,6,41,2,8,13,4,442,-0.609872789,3.300333573621937
CUST_1198,Yeti,No,4,7,2,12,12,3,9,8,1113,-0.693009117,2.356812974
CUST_1199,Dragon,Yes,3,5,3,4,10,5,4,6,789,0.6092519307422064,1.0709224969986129
CUST_1200,Griffin,Yes,2,6,10,32,3,3,14,6,50,0.048881447,2.120051678194208
CUST_1201,Yeti,Yes,5,3,3,30,9,0,17,8,503,3.010519322593382,2.058803620913567
CUST_1202,Yeti,Yes,7,4,2,34,11,3,13,8,446,-0.94612006,2.4450560521093654
CUST_1203,Dragon,Yes,5,4,2,5,1,5,3,1,715,0.2730398896507951,9.272700580226976
CUST_1204,Dragon,Yes,2,5,1,7,2,9,12,3,446,0.788951931,6.876704431191168
CUST_1205,Dragon,Yes,3,5,6,20,20,8,10,3,229,0.7383689652413294,7.814532999676927
CUST_1206,Yeti,Yes,7,6,7,84,18,3,13,8,158,0.5285180757327225,2.597155722712264
CUST_1207,Dragon,Yes,1,4,6,32,7,9,1,4,256,-1.963815886,8.287778423530215
CUST_1208,Unicorn,No,6,4,3,22,8,3,16,5,613,0.5033039757590713,9.307656384113534
CUST_1209,Ciclope,Yes,7,5,5,72,16,6,6,8,621,0.071548487,8.611026162743865
CUST_1210,Ciclope,Yes,2,4,2,70,2,5,9,0,340,1.1710222642828765,1.4066860859548291
CUST_1211,Dragon,Yes,2,7,1,55,8,9,15,5,366,-1.083895521,4.309376298
CUST_1212,Yeti,Yes,3,5,9,49,20,0,2,8,918,0.164284146,1.445652477898805
CUST_1213,Griffin,No,6,6,8,341,14,3,15,6,438,0.599528943,4.145379790880356
CUST_1214,Ciclope,Yes,2,4,4,1,1,5,9,10,199,-0.993630898,5.334369305653762
CUST_1215,Griffin,No,6,5,5,6,1,2,7,2,1021,0.8041212915456533,4.694125960579306
CUST_1216,Unicorn,Yes,4,4,3,17,2,0,6,3,414,-1.687862209,5.264907188331003
CUST_1217,Griffin,Yes,4,3,8,109,4,1,8,1,842,1.7612447123871051,4.346827005707741
CUST_1218,Unicorn,No,5,7,2,122,14,2,9,3,674,0.5612441095352616,5.533079496581484
CUST_1219,Griffin,Yes,5,7,3,5,2,0,0,3,519,1.2083171017029992,1.8115281951704107
CUST_1220,Dragon,Yes,3,7,4,68,14,9,6,5,104,-0.400563338,8.603244934039791
CUST_1221,Yeti,Yes,6,3,1,43,18,3,7,4,630,2.112715938772236,4.293496014945693
CUST_1222,Yeti,No,3,8,4,29,3,0,20,10,349,0.2729722392577084,7.880110468
CUST_1223,Dragon,Yes,8,4,8,29,7,8,4,7,449,0.7426732587063647,5.935720248398094
CUST_1224,Ciclope,No,4,2,2,14,16,8,12,5,220,-0.377738324,1.1195415309237433
CUST_1225,Ciclope,Yes,7,1,7,10,14,5,16,8,252,0.1089269866513982,3.3827972418544863
CUST_1226,Unicorn,Yes,2,6,9,8,11,3,19,2,366,0.1636698422180744,8.058442327530292
CUST_1227,Dragon,Yes,5,8,9,7,13,8,2,6,854,-0.157965357,2.289738727084564
CUST_1228,Dragon,Yes,2,7,5,21,12,7,20,7,656,2.205604487968825,3.8959828908746807
CUST_1229,Dragon,No,2,5,1,3,3,7,15,4,96,1.2857747734226248,8.121765830504192
CUST_1230,Griffin,Yes,6,3,2,25,6,3,20,6,252,2.237486416115903,5.192985845479692
CUST_1231,Ciclope,Yes,4,4,8,57,3,9,19,3,125,0.7574547314588571,5.189089521402408
CUST_1232,Ciclope,No,3,8,4,4,9,6,17,3,694,-0.888863101,1.4129322202483283
CUST_1233,Yeti,Yes,4,3,6,93,16,0,0,9,972,-1.402420529,1.3171728456276723
CUST_1234,Yeti,Yes,7,4,10,27,9,0,19,5,1023,-1.868313499,2.7949310770995592
CUST_1235,Dragon,Yes,4,5,7,15,1,6,19,5,102,-1.29226351,3.354876450392063
CUST_1236,Griffin,No,3,6,6,4,11,2,4,3,372,-1.319011841,6.776608805
CUST_1237,Dragon,Yes,2,3,8,41,8,8,10,6,1019,1.6536381885906637,2.950719428811861
CUST_1238,Yeti,Yes,6,4,8,38,14,3,11,7,492,0.2080592694804066,0.3840586149709513
CUST_1239,Unicorn,Yes,4,5,7,88,19,1,9,3,602,0.7811853419045421,4.776676216097661
CUST_1240,Ciclope,Yes,6,4,4,11,4,5,13,4,1033,-1.663853792,1.6129602277528636
CUST_1241,Ciclope,Yes,4,8,8,16,20,6,0,5,650,-0.708623249,2.7315471774243565
CUST_1242,Dragon,Yes,6,5,10,46,5,5,5,6,554,-0.205731816,2.168959922973908
CUST_1243,Dragon,Yes,2,6,3,6,8,5,4,1,1083,-0.573285764,0.5971481937493821
