customer_id,creature_type,flight_status,dance_disaster_rating,ticklish_level,eyesight,age,number_of_policies,fire_power_level,soda_likeness_rate,snack_obsession,creature_cost,hearing_score,rage_outburst_score,risk
C9013L,Ciclope,Yes,3,6,10,5,,8,20,4,124,0.089495975,4.371120484,0
C1151A,Griffin,Yes,6,4,4,9,12,1,9,4,484,1.046119322,4.315473868,1
C4898G,Griffin,Yes,7,4,6,58,14,2,10,4,308,0.577590718,5.66524653,1
C9298D,Ciclope,No,4,3,5,31,11,6,0,4,122,0.2403124,4.657367276,1
C8926F,Dragon,No,5,4,6,3,11,9,10,6,298,0.414330891,3.057567599,1
C2074H,Unicorn,No,2,9,5,15,19,3,12,6,989,0.1602691,4.027456007,1
C2297K,Unicorn,Yes,5,3,6,28,6,0,1,7,598,-0.58424307,1.317172846,0
C3973N,Unicorn,Yes,6,5,6,6,18,3,1,2,832,0.107816857,5.36081898,1
C5833A,Griffin,No,5,7,2,2,,3,10,6,535,2.047316056,5.249916478,1
C2123E,Ciclope,Yes,3,3,7,25,13,5,1,6,425,1.777093709,1.921040312,0
C2752C,Ciclope,Yes,5,3,1,16,,5,9,2,374,0.701917504,5.266185565,1
C3831O,Yeti,Yes,6,4,2,12,4,0,19,10,701,0.476643874,2.642306875,0
C3779I,Unicorn,Yes,7,5,3,1,16,2,13,4,637,-1.27777851,6.079530084,1
C5225O,Griffin,Yes,4,3,6,114,6,0,3,5,50,-0.241904139,0.84889751,0
C3978F,Dragon,Yes,5,7,1,4,10,9,18,7,220,-0.379867974,10.25012528,1
C4684A,Griffin,Yes,7,3,3,39,11,1,2,6,235,-1.147894008,6.906341071,1
C5432Y,Unicorn,Yes,5,5,8,37,20,1,7,1,524,-0.55102455,4.320634887,1
C4581C,Yeti,No,0,9,1,18,16,0,12,7,684,-0.696683812,6.337497543,0
C7363D,Yeti,Yes,8,5,3,15,,3,4,7,50,-1.532398671,10.31382539,0
C2742D,Griffin,No,5,6,1,22,11,0,16,5,754,1.212275075,5.469848624,1
C8952Z,Griffin,No,5,3,8,42,16,1,9,5,475,0.915318583,2.651429316,0
C6126Q,Unicorn,No,2,1,4,16,16,2,15,5,685,0.510285744,2.666119068,1
C6808P,Griffin,Yes,4,4,6,8,15,1,8,8,1107,-0.117609911,1.409214007,1
C5896Z,Yeti,Yes,3,2,4,9,17,3,6,5,262,1.751055629,2.957473035,1
C7597C,Yeti,Yes,6,5,10,8,20,3,11,5,614,-0.483460413,4.384536186,1
C4527Z,Dragon,No,3,1,6,6,,7,13,1,272,0.187174824,6.948983245,1
C4632F,Ciclope,Yes,0,5,10,28,12,8,16,6,546,-2.11562755,3.08973777,0
C8815Q,Ciclope,Yes,7,6,5,13,,8,9,4,374,-0.867410096,7.004817465,1
C6062K,Unicorn,No,2,6,6,116,18,1,1,5,243,0.531386608,1.584117873,1
C2119J,Ciclope,Yes,3,3,2,43,16,5,3,5,805,-0.144348335,2.537411975,1
C4936Y,Yeti,Yes,3,9,8,1,6,0,0,4,565,0.407163042,0.428292512,1
C3765D,Yeti,Yes,6,4,2,9,,3,18,4,767,-1.152184133,2.548068119,0
C4847Z,Ciclope,Yes,6,4,7,10,6,9,6,4,50,-0.593453255,5.288334727,0
C5339J,Ciclope,Yes,3,3,10,2,7,9,16,4,805,-0.653457924,2.397150358,0
C7001Q,Unicorn,No,5,7,9,36,8,0,7,4,438,0.577777874,4.555296648,0
C3693Z,Yeti,Yes,5,3,10,46,,3,6,8,299,-1.464657523,1.975072481,0
C6335B,Yeti,No,5,4,8,11,,1,10,6,165,0.20966478,6.434407772,0
C4667X,Griffin,Yes,7,5,3,28,5,3,16,2,1000,0.790915907,3.136034617,0
C4539O,Unicorn,No,4,5,10,44,20,1,13,6,50,1.680409074,3.521680948,0
C6513S,Dragon,Yes,6,5,9,37,,7,9,5,403,-0.469884626,10.85481006,0
C8849D,Yeti,Yes,3,4,10,18,14,1,20,7,330,0.498173449,3.703498068,0
C5650N,Griffin,Yes,1,2,1,16,18,0,17,6,637,0.494802738,4.019857968,1
C2371R,Dragon,Yes,4,4,10,5,1,5,3,5,1033,0.563627184,3.385302817,0
C2063L,Yeti,Yes,7,5,10,57,3,0,14,6,256,0.472286026,4.722463584,0
C3971E,Yeti,No,5,3,1,16,8,0,12,6,261,-0.454205894,2.894918279,0
C8400G,Griffin,No,5,5,3,68,13,0,10,5,752,-0.107310759,0.727695515,1
C3296W,Dragon,Yes,1,5,1,21,3,5,5,8,524,-0.15050633,4.29804293,0
C8895A,Dragon,Yes,6,4,3,10,7,6,18,6,519,-0.558101298,4.16517213,0
C3500S,Griffin,Yes,5,4,10,43,,2,6,2,877,0.891974999,10.50695948,1
C8002Z,Unicorn,No,8,5,8,41,7,1,10,2,203,-0.013826815,2.050754862,1
C5991A,Griffin,Yes,3,6,9,26,,2,7,3,50,-0.090365678,4.151881104,0
C8861E,Griffin,No,4,4,5,235,3,3,17,6,434,1.833836436,3.948249183,1
C2087R,Griffin,Yes,4,8,9,31,17,1,5,5,50,-0.745957466,4.980394306,0
C6433B,Unicorn,Yes,3,4,4,59,16,0,1,3,742,0.234915826,6.483845559,1
C2523P,Unicorn,Yes,5,5,6,37,8,3,9,1,205,-0.143435163,0.057496023,1
C3297R,Dragon,Yes,7,5,2,30,,6,5,6,335,-0.894925379,0.986650286,1
C4705P,Dragon,Yes,8,4,10,78,11,7,6,2,423,-1.337072278,1.439628523,1
C5274J,Unicorn,Yes,4,6,10,50,20,3,11,3,353,1.406696846,0.934115169,1
C4081S,Griffin,Yes,8,6,9,26,10,3,19,1,718,-0.794842093,8.51060729,0
C5628P,Ciclope,Yes,0,4,1,34,11,5,10,3,50,1.056411918,6.482342679,0
C6195F,Ciclope,Yes,2,6,7,131,,7,15,6,445,-0.128006079,3.548364789,0
C9218O,Dragon,No,4,8,2,115,15,9,8,4,580,1.078143861,3.203614492,1
C7461W,Unicorn,Yes,4,5,7,11,9,1,11,2,667,0.961718946,15.82468014,0
C9321R,,Yes,7,5,6,14,3,8,0,4,306,1.035071999,5.108146251,0
C8083M,Dragon,Yes,3,4,4,41,5,7,3,6,623,1.919934507,4.825434492,0
C7639I,Griffin,No,7,5,1,6,,1,6,5,325,1.261061463,7.13289554,1
C7405C,Yeti,No,8,3,7,11,,0,15,4,498,0.869571547,3.525389576,1
C9227G,Ciclope,Yes,6,8,4,34,14,5,5,5,519,0.72024731,1.916105742,1
C6908A,Ciclope,Yes,3,8,3,59,8,6,10,6,631,0.903663431,6.566979258,0
C2401Z,Dragon,No,7,7,5,9,9,5,18,5,376,1.317600247,4.821718867,1
C8499F,Dragon,Yes,4,1,10,5,17,5,9,7,525,1.549546248,2.752941541,1
C2177V,Dragon,Yes,1,3,3,69,18,5,16,2,802,0.009583728,7.271165489,1
C9910E,Yeti,No,4,7,9,10,,0,18,7,652,-1.688830868,6.430757299,0
C6974H,Yeti,Yes,5,3,7,15,12,0,16,5,262,-1.685083293,4.458935632,1
C7698K,Unicorn,No,2,3,8,13,16,1,13,4,450,-0.114294206,3.928854647,1
C2128I,Ciclope,Yes,5,4,6,102,6,7,13,7,630,-1.218166632,3.74871122,0
C5847U,Unicorn,Yes,6,7,4,229,13,2,12,1,472,0.010531689,4.289244288,1
C1189Y,Unicorn,No,4,3,8,23,,3,10,6,218,0.90919444,3.415849419,0
C6845W,Dragon,No,4,5,4,8,19,6,17,3,963,0.101152368,1.72342403,1
C9369D,Yeti,Yes,6,4,1,36,6,1,10,5,277,-0.339064208,2.451745255,0
C1843U,Griffin,No,7,3,8,263,15,0,18,0,807,-0.176506702,0.252200272,1
C2690D,Unicorn,Yes,5,3,7,22,11,3,15,3,390,-0.844143002,5.315883646,1
C5216X,Dragon,No,5,2,10,18,20,9,20,4,334,-0.24317083,1.087799823,1
C8159N,Ciclope,No,6,1,10,41,1,7,11,2,227,-0.759205307,4.512412842,0
C2767I,Dragon,Yes,3,4,2,16,13,6,4,5,739,-0.422284693,4.052827454,0
C7195E,Dragon,Yes,7,5,1,9,2,5,0,5,468,-0.33545087,6.505412418,0
C5719A,Unicorn,Yes,3,6,1,45,10,3,7,2,899,-0.874341356,1.667607431,1
C3925G,Yeti,Yes,8,6,1,10,1,0,14,8,286,1.311917112,0.489471029,0
C7129X,Ciclope,Yes,3,7,10,13,9,9,3,5,282,0.787996694,4.402783345,0
C2318U,Unicorn,Yes,1,5,5,9,3,3,2,4,654,-1.391837847,5.478269359,0
C6902Z,Griffin,Yes,5,2,9,31,20,0,17,5,494,-0.412564086,5.716442913,1
C9202C,Ciclope,Yes,4,6,5,32,4,9,2,2,629,1.804154374,3.03822922,0
C7688P,Unicorn,Yes,4,3,5,59,3,2,8,2,285,-1.034721674,6.492365601,0
C2017G,Unicorn,No,5,6,2,34,10,1,20,2,726,-0.07497103,1.301444163,1
C9341O,Yeti,Yes,3,3,10,38,20,2,3,8,373,1.248338582,12.17663484,1
C4045I,Unicorn,Yes,5,5,10,58,9,0,8,5,540,0.653444743,9.236221204,0
C8539H,Ciclope,Yes,4,3,10,57,7,8,5,7,50,-1.180219053,6.862238019,1
C2429O,Ciclope,Yes,5,8,10,38,5,5,12,5,379,-0.413683594,2.921455826,0
C9931E,Yeti,Yes,8,8,7,158,10,0,2,7,198,-0.238709451,3.880756986,1
C3297M,Dragon,Yes,3,2,6,20,3,7,8,3,220,-1.693828811,3.96149835,0
C2798Q,Yeti,No,3,4,8,63,14,3,8,10,461,-0.917006138,0.485876306,1
C3282D,Ciclope,Yes,6,2,1,129,,6,16,5,453,-0.619670477,2.822861303,1
C3351Y,Yeti,Yes,6,7,5,47,,3,0,7,333,1.878754918,3.840989643,0
C9413N,Griffin,Yes,2,3,6,3,8,2,9,5,297,0.420379229,4.357552345,0
C4603V,Unicorn,Yes,6,6,2,29,17,1,19,4,575,-2.177653939,1.464350793,1
C2748R,Dragon,No,5,4,9,32,5,7,6,7,50,-0.070294711,3.216690431,1
C7119S,Ciclope,No,4,9,7,10,3,5,7,1,500,-0.805515539,2.52392744,0
C2961S,Unicorn,Yes,4,6,4,2,20,0,11,6,457,-0.754536152,3.951597817,1
C6507W,Yeti,Yes,2,1,1,30,12,0,2,10,608,0.085076059,4.305547167,1
C2569P,Yeti,No,3,2,1,14,2,2,12,8,1187,-1.594695369,1.553569103,0
C8465H,Unicorn,No,4,7,6,23,,0,3,4,731,0.635532263,6.547473866,1
C7693C,Ciclope,Yes,4,6,1,15,18,7,13,5,237,0.486464206,6.805130268,1
C7462P,Unicorn,No,3,7,4,14,,3,0,2,318,0.634834368,4.106374614,0
C2732B,Ciclope,No,4,1,6,12,5,8,0,4,725,0.257790032,5.806011374,0
C7708G,Ciclope,No,1,4,6,1,19,5,17,4,554,1.194481794,6.438411298,0
C5476B,Griffin,Yes,7,4,5,9,5,3,7,2,330,0.654508347,5.192985845,0
C9670O,Griffin,Yes,5,6,5,24,14,3,16,4,382,-0.761057029,2.17769135,0
C9383E,Griffin,Yes,6,5,9,45,18,1,9,9,50,1.232073207,1.466639418,1
C2851P,Ciclope,Yes,4,4,6,7,1,5,1,4,151,-0.110164097,0.217546433,0
C6439U,Griffin,No,4,6,4,35,10,3,19,9,699,0.66868193,8.0704949,0
C9351V,Unicorn,No,6,9,9,97,1,0,6,6,1100,-0.742243996,3.116598526,1
C2261I,Ciclope,Yes,9,9,3,19,10,8,17,6,492,1.143653714,5.662489165,1
C9223O,Yeti,No,7,4,3,29,3,0,10,4,830,0.897725262,3.579969659,1
C8802O,Ciclope,Yes,5,4,7,6,,7,16,6,656,-0.587559793,11.80236324,0
C1447M,Ciclope,Yes,3,5,3,27,14,9,0,3,459,1.51382579,1.76058221,0
C8421R,Griffin,Yes,5,2,7,22,10,3,6,2,704,-1.013489064,2.078243831,0
C2194F,Yeti,No,2,3,7,1,19,1,13,6,320,-0.749800406,2.638861924,1
C8688Z,Dragon,Yes,6,6,1,23,6,9,13,5,680,0.250327119,1.778180122,1
C7775C,Yeti,Yes,3,3,9,11,8,2,16,7,381,-0.676236448,0.872011724,0
C6572V,Dragon,Yes,0,7,1,40,18,9,13,4,610,-0.026955412,2.212655221,1
C6761P,Unicorn,Yes,1,6,10,8,6,0,8,1,551,0.828288621,4.781886248,0
C5205G,Ciclope,No,5,5,1,17,2,5,10,5,544,1.198250432,5.709512459,0
C3526T,Yeti,No,6,5,1,33,20,3,0,5,76,-3.033970007,4.042878773,1
C1628C,Unicorn,No,3,4,10,11,12,3,1,4,570,-0.955941701,7.424828353,0
C4569U,Unicorn,Yes,3,1,6,13,20,2,13,3,59,0.030476977,4.211627944,1
C6912P,Griffin,Yes,2,4,3,68,6,3,11,5,443,-0.357370268,3.000601754,1
C5806C,,No,1,6,8,136,15,3,5,7,723,-1.163680218,7.956577125,0
C3985C,Yeti,No,4,3,5,5,14,3,8,8,115,1.928713491,1.962194748,0
C7822T,Griffin,No,6,5,10,17,5,0,4,7,575,0.486366053,3.237748762,0
C3322H,Griffin,No,4,8,9,17,15,1,17,8,307,0.788573803,9.519703267,1
C3856X,Griffin,No,3,6,10,60,2,0,10,6,580,-0.783804871,4.401254378,0
C5396T,Dragon,Yes,7,4,10,33,19,8,17,5,231,-0.060278643,2.042986957,1
C5038S,Unicorn,Yes,2,6,6,248,13,3,2,7,438,1.094977104,2.371879655,1
C5754H,Yeti,No,8,6,9,28,18,3,6,8,687,-0.714040369,6.894215828,1
C8885S,Griffin,No,6,8,5,14,,1,3,8,588,1.370431566,6.940502591,0
C7923Y,Ciclope,Yes,7,1,8,127,15,5,3,4,418,0.278483588,2.291055475,1
C3238C,Ciclope,No,4,6,8,1,17,8,18,0,876,0.910009095,3.67742558,0
C6239I,Unicorn,Yes,5,5,5,19,,0,20,5,277,1.667664124,6.607234971,1
C4921G,Yeti,Yes,5,5,8,36,10,1,2,5,50,-1.500710862,5.089419279,1
C4585K,Ciclope,No,2,5,10,87,,9,12,6,839,-0.865471752,3.421071035,0
C4154T,Ciclope,Yes,2,4,10,47,19,5,14,7,698,0.220000646,5.555545915,1
C6333M,Ciclope,No,5,4,5,41,2,5,3,6,682,0.355935736,3.913487275,0
C2014O,Dragon,Yes,2,6,4,59,18,5,2,4,292,-0.473287949,5.398570205,1
C2575I,Yeti,Yes,4,7,6,11,6,0,16,3,830,-1.349446005,4.725283707,0
C4733D,Ciclope,Yes,3,6,2,4,12,6,3,6,50,0.275324616,0.852205121,0
C4505G,Yeti,Yes,8,3,10,403,19,3,16,10,553,0.072687029,2.181755114,1
C8647W,Dragon,No,4,7,8,9,20,7,17,5,460,1.345509083,3.439339435,1
C1041P,Yeti,No,10,3,1,31,10,3,16,8,98,-0.909116432,4.854343415,1
C6764J,Ciclope,Yes,6,4,10,5,,9,13,10,608,0.960571884,2.561292651,0
C5221U,Ciclope,Yes,2,6,5,39,19,8,15,3,675,1.237071258,1.838905162,1
C4401B,Yeti,No,5,6,2,28,,3,8,7,50,0.024641036,0.597968477,1
C4352G,Yeti,No,8,4,2,141,15,0,13,3,329,-0.385909199,3.304691927,1
C4444F,Dragon,Yes,8,3,8,107,14,5,16,2,570,-1.930426672,3.37659918,1
C2348Z,Yeti,No,4,3,8,24,19,0,2,9,285,-0.091878652,2.75240459,1
C2159S,Dragon,Yes,4,6,4,32,9,5,7,3,835,-0.915921812,3.765751897,1
C7457Q,Dragon,Yes,8,4,8,19,14,9,20,6,207,-0.048365017,2.519112865,1
C9202A,Yeti,Yes,7,3,6,81,11,0,2,8,1078,-0.024475412,19.60523237,1
C3714E,Yeti,No,5,6,1,32,8,1,11,2,321,0.102187488,11.94983057,1
C6191Q,Dragon,No,8,6,8,118,20,6,4,6,350,-1.362073617,4.863251697,1
C9080J,Griffin,No,5,6,7,37,17,3,19,3,612,0.297436776,6.326653757,1
C3122Y,Unicorn,Yes,5,4,1,10,3,0,3,4,1140,1.619032325,3.366177816,0
C7056T,Griffin,Yes,6,6,1,46,7,0,6,7,466,1.944701259,2.489078042,1
C5004L,Yeti,Yes,5,5,1,22,18,1,0,7,50,0.051377694,1.247103413,1
C4501T,Yeti,No,2,6,5,1,,1,0,6,762,-0.771825884,1.866646459,0
C2895Z,Yeti,Yes,5,4,7,52,2,1,6,6,345,-0.300495079,4.418540477,0
C2583L,Griffin,Yes,5,4,9,31,15,0,13,2,747,-0.175627289,0.424423333,0
C3831Q,Unicorn,Yes,3,6,8,3,13,3,1,4,471,1.720825257,1.151749031,0
C7125X,Unicorn,Yes,5,2,3,24,4,1,20,3,363,0.50898815,0.588405025,1
C8102G,Ciclope,Yes,3,5,10,8,20,8,11,6,618,0.333096057,3.412615682,1
C2859X,Griffin,Yes,8,4,5,8,16,1,18,8,71,1.32007718,3.031128696,1
C5390C,Yeti,No,4,6,3,50,19,3,6,8,50,-0.193213578,1.566110673,1
C8423Q,Ciclope,Yes,5,7,2,7,19,5,0,4,419,-0.493490043,2.299881855,1
C1230U,Griffin,No,5,5,5,43,6,1,11,3,283,-0.093730754,4.007706737,1
C6465P,Unicorn,Yes,3,1,4,6,19,1,15,8,515,-0.39187432,1.114928013,1
C8783M,Unicorn,No,5,3,4,19,17,2,8,5,50,-0.192867218,3.141539854,1
C5150Q,Ciclope,Yes,5,5,4,10,13,5,4,4,585,0.389060567,2.044155628,0
C2779D,Dragon,Yes,3,7,8,22,,7,16,5,566,-2.195741101,3.768029829,0
C8593F,Griffin,Yes,0,3,5,317,2,2,12,6,957,0.158091919,3.88217091,1
C5538H,Dragon,Yes,5,6,4,11,6,8,11,1,714,-1.538296675,1.601576747,1
C3073P,Unicorn,Yes,6,2,3,42,7,3,14,5,873,0.381964547,7.117354081,1
C8220L,Ciclope,Yes,9,9,9,2,10,9,9,4,790,-0.854415999,4.218945455,1
C2248G,Yeti,No,2,4,1,151,5,2,13,10,770,0.89577573,5.644914244,1
C2480W,Ciclope,No,3,5,7,6,18,9,3,2,61,1.463267952,5.297120787,0
C3875J,Yeti,No,6,4,8,51,,3,6,8,295,0.201008292,5.851882634,1
C1639L,Unicorn,Yes,5,6,10,45,7,0,19,3,601,-0.44819706,0.826496581,0
C9224K,Unicorn,Yes,6,5,1,11,11,2,5,5,494,-0.755991806,2.492971372,0
C6860E,Dragon,No,5,6,10,5,9,5,8,5,71,-0.083580863,7.971512412,0
C2286T,Griffin,Yes,1,7,10,9,19,0,20,5,248,-1.568114424,3.630844153,0
C1591L,Ciclope,Yes,4,7,5,110,7,9,19,3,817,-0.371139014,3.392838343,0
C3850A,Dragon,Yes,4,4,6,25,9,8,14,9,772,1.697225957,0.519615645,1
C5780Z,Ciclope,No,4,7,10,11,5,9,4,7,713,-1.082653499,5.102364732,0
C1622V,Griffin,Yes,7,6,10,3,18,0,7,7,324,-0.323742954,4.419519633,0
C5852S,Yeti,Yes,4,1,7,282,4,2,15,7,1010,-0.687215198,1.161308134,1
C1868W,Dragon,Yes,3,3,9,19,8,5,11,7,767,0.132638933,4.732508589,0
C1102X,Unicorn,No,7,3,4,51,12,3,8,4,567,0.546639624,4.016627834,1
C6919I,Ciclope,Yes,6,4,7,30,17,5,0,4,194,0.352899686,4.095261334,1
C1063P,Griffin,Yes,7,5,6,8,2,0,12,5,559,0.78330079,4.077514974,0
C1786P,Griffin,Yes,1,4,6,13,18,3,20,4,995,1.090552501,5.319474097,1
C7957G,Dragon,Yes,5,5,1,64,3,5,15,6,566,-0.456225177,1.036876377,0
C3148F,Ciclope,Yes,7,4,3,24,15,8,8,6,445,0.831405632,4.145379791,1
C3023C,Griffin,No,5,7,10,26,9,3,12,3,552,0.20503058,3.489365207,0
C3247R,Yeti,No,4,5,10,10,10,0,3,5,572,1.150263278,3.168504281,0
C3722U,Ciclope,No,0,8,10,9,3,5,13,4,307,-0.402579052,4.026292949,0
C8372T,Unicorn,Yes,4,4,9,5,13,0,16,7,560,1.732767424,5.273892141,0
C5855I,Griffin,No,6,7,2,19,12,1,20,6,239,-0.555008686,6.918661127,1
C9368F,Unicorn,No,2,5,5,12,3,1,15,4,867,2.146763101,5.456457208,0
C5180L,Yeti,Yes,4,3,10,19,7,3,4,6,639,-2.301168753,8.213329885,1
C7709O,Yeti,No,3,3,3,32,4,2,13,5,50,-1.882598076,4.326287805,0
C8194X,Yeti,No,4,5,3,4,1,0,19,9,475,0.852422538,1.341590552,0
C4515W,Yeti,Yes,7,3,10,9,18,0,19,6,449,-1.195124516,12.26038472,1
C2526X,Unicorn,No,5,6,1,18,16,3,9,9,582,-1.17182454,3.93963666,0
C2601W,Unicorn,No,5,4,6,35,,0,20,6,477,-1.907815752,0.744214354,0
C4511Z,Dragon,Yes,4,7,7,14,2,5,18,5,814,0.180196905,2.44844988,0
C2162M,Ciclope,Yes,1,6,1,13,12,8,5,5,440,0.607411174,0.982894318,0
C9116B,Yeti,Yes,5,3,6,6,7,0,6,9,633,-0.277438194,1.191147514,0
C3384C,Yeti,Yes,2,5,6,61,,1,10,5,681,1.891391138,2.332516891,1
C3891K,Dragon,No,6,8,1,18,16,5,12,3,640,-1.322389796,3.223838101,1
C6569G,Ciclope,Yes,7,8,10,21,11,9,19,3,191,-2.840245413,1.98702887,0
C2428E,Griffin,Yes,4,8,7,63,8,3,15,4,619,-0.309019404,6.06906672,0
C9444Y,Ciclope,No,4,7,4,22,,7,11,3,136,0.873366589,1.697133341,0
C2992F,Yeti,Yes,3,6,4,1,19,0,20,7,50,0.885354011,2.324482549,1
C1487Y,Ciclope,Yes,9,6,2,154,8,8,8,1,50,0.470113335,6.053334215,1
C7354T,Unicorn,No,5,5,3,4,18,1,10,7,901,-0.656226765,8.487373789,1
C3614Q,Yeti,Yes,2,5,1,35,14,1,6,4,50,0.044278833,0.121826885,1
C1538R,Unicorn,No,5,4,5,43,,3,18,3,284,-0.60426524,2.375335332,0
C6216I,Ciclope,Yes,5,5,1,17,16,5,6,7,636,-0.691041771,1.993127937,1
C7393Q,Griffin,No,5,3,6,54,14,1,4,3,674,0.771687773,3.568578236,1
C4950E,Griffin,No,1,6,6,135,8,1,12,6,127,0.293751049,0.832911404,0
C1212Y,Dragon,Yes,4,6,5,30,15,5,8,5,1183,-0.307116369,9.012379118,1
C3531H,Unicorn,Yes,5,4,7,4,4,3,4,3,363,-1.202546976,5.61187408,1
C7128G,Dragon,No,0,4,2,30,15,9,10,4,673,0.865770126,1.233128108,1
C4381S,Griffin,No,7,6,1,5,4,0,2,7,617,-0.667598903,2.210356444,0
C6357R,Griffin,No,5,3,8,33,20,3,0,7,50,0.344708974,4.788927693,1
C1042L,Ciclope,No,4,3,9,10,7,5,12,8,50,-0.761377793,4.421562999,0
C5276Q,Griffin,No,3,6,4,7,13,2,2,3,597,-0.938585923,3.044264989,0
C2362E,Yeti,No,5,5,10,25,,3,1,10,850,-1.997157273,7.532178635,0
C7861R,Unicorn,Yes,3,1,9,11,16,0,9,4,521,0.608918644,7.124571734,1
C8299H,Yeti,No,6,6,1,4,,0,3,7,672,-0.193907398,3.31499227,0
C9977H,Dragon,Yes,4,8,2,65,18,9,11,5,50,1.074271628,1.826241133,1
C6858E,Griffin,Yes,0,6,3,27,20,2,11,8,51,-0.594673131,1.10736577,0
C9265I,Unicorn,No,7,8,4,39,19,3,18,1,216,0.119960067,7.940308008,1
C8221I,Griffin,Yes,5,6,5,4,19,1,9,2,173,0.646008571,6.604579466,1
C8116L,Unicorn,Yes,6,4,5,13,12,3,16,4,945,0.261145351,5.280512587,1
C1562E,Griffin,No,4,8,9,2,,1,17,2,62,-0.324397909,4.935798658,0
C7150F,Ciclope,No,4,3,5,87,11,5,1,8,456,-0.266225506,6.928727177,1
C3477O,Unicorn,Yes,6,5,10,23,17,1,0,3,653,-0.489935941,3.292992362,1
C3277D,Griffin,Yes,4,3,1,90,18,3,6,7,517,-0.868649386,0.899259745,1
C6618R,Griffin,Yes,3,9,7,19,1,2,7,5,711,-0.660656109,6.387494478,0
C7596Y,Unicorn,No,3,4,2,23,13,0,19,6,161,0.98206967,8.752849379,1
C2120L,Griffin,No,6,5,7,5,2,0,12,2,394,-0.039221897,1.413537982,0
C3105X,Yeti,Yes,3,3,7,23,9,3,1,5,324,-0.820961803,3.801599647,0
C5857C,Unicorn,No,5,5,1,26,11,3,1,5,619,-1.539757747,5.769769128,1
C7228B,Ciclope,Yes,6,3,10,4,,8,3,3,294,-0.558489525,1.8997267,0
C3467S,Unicorn,Yes,4,7,10,5,11,0,20,4,487,1.01336061,8.454507293,0
C5553T,Dragon,No,7,7,9,9,2,6,13,4,491,-1.128780735,3.238060924,0
C6140V,Ciclope,Yes,6,3,3,21,12,8,8,4,396,0.208093481,3.110461224,1
C6062B,Griffin,Yes,0,6,5,2,5,1,6,5,659,-0.189885353,8.058442328,0
C1641U,Griffin,Yes,5,7,2,6,5,3,13,7,50,0.532882274,3.102132784,0
C1347J,Ciclope,No,4,1,6,34,15,5,11,4,712,0.408866723,3.860116989,0
C1144H,Griffin,Yes,6,3,6,5,10,3,12,0,155,-1.359205286,2.540382473,0
C6355E,Yeti,No,4,4,4,185,6,0,15,9,220,0.569359093,2.0122275,1
C5194Z,Unicorn,No,2,7,3,4,,3,0,6,635,-0.399111945,2.484407679,1
C1634B,Dragon,Yes,5,3,8,77,,9,19,5,178,0.010566542,3.652881273,1
C3440V,Ciclope,Yes,5,5,7,5,16,5,0,6,465,0.348904108,4.501066908,1
C4651Q,Dragon,Yes,7,4,4,20,3,9,14,7,620,-0.93147192,1.703399944,1
C1304T,Unicorn,Yes,5,3,4,14,17,3,16,6,50,-0.816362953,6.384489401,1
C1606S,Yeti,No,2,7,8,23,12,3,9,8,875,0.364887722,2.74513992,0
C2331W,Yeti,Yes,5,3,4,33,4,1,14,2,783,-0.187721214,4.46773442,0
C3664E,Unicorn,Yes,3,4,8,2,14,0,20,3,852,-1.538189686,2.331864553,1
C4030A,Unicorn,Yes,3,6,6,11,5,2,5,5,767,0.61901802,4.042238142,0
C2485P,,No,3,6,5,10,8,6,16,4,193,-1.140477,2.387784345,0
C3706J,Griffin,Yes,4,2,3,18,11,1,10,5,789,-0.035589832,4.96366762,0
C8264D,Yeti,Yes,4,1,6,38,17,3,20,7,865,-0.778378119,4.798954852,1
C4562E,Dragon,No,5,4,10,19,,8,1,2,68,1.478392278,2.206225973,0
C5345I,Dragon,Yes,3,4,5,6,5,9,19,1,50,0.349069029,2.434951427,1
C1416B,Unicorn,Yes,3,5,2,20,5,1,19,2,708,-0.112845243,0.7538004,0
C8670B,Yeti,No,5,5,8,13,14,3,4,8,201,-0.612412312,11.47229867,1
C8043X,Ciclope,Yes,5,2,10,4,,8,2,5,621,-0.582111916,3.833038778,0
C5191I,Dragon,No,4,7,6,7,20,5,20,4,712,-1.114126681,0.71356724,1
C7986Z,Griffin,Yes,5,7,2,13,5,1,6,6,940,-0.087146653,7.485180506,0
C2083Z,Dragon,No,3,4,1,104,,7,12,5,294,1.692861025,1.96529976,0
C9492D,Ciclope,Yes,3,2,1,14,12,9,12,5,984,-1.551202593,2.934856859,1
C1492S,Unicorn,No,3,6,5,119,,1,15,4,828,0.09331878,2.536833509,1
C1698P,Griffin,No,3,4,8,11,,0,15,4,544,-0.610963779,1.840175512,0
C1582R,Unicorn,No,8,4,6,37,5,2,14,3,693,-0.674598382,2.075261313,0
C3085C,Griffin,Yes,9,1,4,8,18,0,15,7,50,-0.85835982,2.071837014,1
C1599E,Unicorn,Yes,5,6,5,24,6,1,1,3,1014,-0.986607255,5.833159199,0
C5866B,Yeti,No,8,1,5,6,12,0,12,7,995,0.202551945,5.381431173,1
C8219P,Ciclope,Yes,8,2,3,27,4,5,2,5,50,0.92059771,1.286787253,0
C3675Z,Dragon,Yes,8,5,3,9,20,8,17,4,665,-0.176596137,3.182405355,1
C6926R,Griffin,Yes,3,6,5,6,,3,5,4,635,0.559501338,0.318187661,0
